id,question,concept,true_answer,wrong1,wrong2,wrong3
n/a,"Jack married with Jenny and have a baby, Bob. Bob is",n/a,Jack’s son,Jenny’s daughter,Bob’s baby,Jenny’s wife
n/a,1 plus 1 plus 1 equals to,n/a,3,4,2,1
n/a,A gamer cracks his knuckles and looks up. The gamer,n/a,reaches for his controller.,slaps his pen.,reaches for his pillow.,turns the key in the ignition.
n/a,"Water has the highest density at 4 degrees centigrade, 4 degrees centigrade water will",n/a,sink when poured into 2 degrees centigrade water,sink when poured into 4 degrees centigrade sea water,rise when poured into 2 degrees centigrade water,rise when poured into 6 degrees centigrade water
n/a,"When you are plugging in an electric cord, you should keep your hands dry because",n/a,you will get electrocuted otherwise.,dry hands are more attractive than wet hands.,you will go blind otherwise.,you will get deported otherwise.
n/a,My stomach is empty. I,n/a,am hungry.,am full.,am eating rice.,am sick.
n/a,Tom passed the class with flying colors. Tom,n/a,got an A+ in the class.,got lots of colors out of the class.,grew wings and flew away with rainbow colored sparks behind him.,flew by with many colors in the class.
n/a,The campfire was hungry for oxygen under the kindling. We,n/a,fed it some leftovers.,grabbed the bellows X,could not breathe.,starved.
n/a,"Wes Anderson’s next film, The French Dispatch, is a ‘Love Letter to Journalists’. Wes Anderson",n/a,directed the movie.,is French.,is a film.,wrote love letter to the journalists.
n/a,Amit does not like the great gatsby. Amit,n/a,does not like great gatsby.,prefers songs.,Likes trees.,likes the amazing great gatsby.
n/a,Alice walked home with a slump in her shoulders after failing a test. Alice,n/a,was afraid her parents would scold her.,questioned her own ethics.,was scared of seeing her dog happy.,laughed at her brother for getting a perfect score.
n/a,A dog runs across a field as a frisbee flies through the air. The dog,n/a,leaps through the air and catches the frisbee in its mouth.,can't catch a break.,loves the song strawberry fields and uses its mouth to sing.,is a drawing and has no mouth.
n/a,I am a dog. I like to,n/a,lick my owner,lie on roof,smell bars of soap,eat brains
n/a,I went the extra mile for that project and still did poorly. I,n/a,should talk to my teacher to see what I did wrong.,enjoy running.,am out of gas.,am really tired.
n/a,Soccer is a very fun sport. It consists of,n/a,kicking a ball among team players so to score goals without committing faults.,team players cheering for the crowds from the soccer field so crowds can score goals.,catching a ball with the hands and running with team players across a field scoring goals.,running naked across a field while kicking the referee towards the goal.
n/a,Kieran is a puppy. Kieran,n/a,is 5 years' old.,is a robot.,is a giraffe.,digests metal.
n/a,My water bottle has no water. I,n/a,pour water in my water bottle.,spill water from my water bottle.,go to the store.,drink from my water bottle.
n/a,A child is happy at his dog for jumping over a fence. He,n/a,rewards it with something it likes,punishes his dog for the accomplishment,pets his fence and paints his dog,builds another one
n/a,"I can't believe that he would be so careless towards his work, letting",n/a,his intern handle the most difficult tasks.,me do my work at a rather reasonable pace.,his coworkers off the hook for crimes their wives committed.,the evidence speak for itself.
n/a,A cat is sitting on the floor looking up as his owner tried to grab him. The owner,n/a,picks him up and sits down with him and begins to clip his nails.,takes the key out of his hand and wraps it around his neck.,throws a small piece of paper in a trash bin then tosses it aside.,puts down his pipe and begins blowing smoke.
n/a,Tony hate Pizza and he have hamburgers. Tony,n/a,eat hamburgers,eat pizza,drink coke,go to sleep
n/a,He was busy as a bee with work during his finals week. So during the break he,n/a,played video games,went back to report to the queen,drank some pollen.,produced some honey.
n/a,The manager fired the cashier because he had sticky fingers. The cashier,n/a,stole a lot of money,had fingers that would stick to things,had eaten sticky food and it was gross,was just using some glue
n/a,Evan turned off his computer. Evan,n/a,slept,worked on his resume with Google Docs for 2 hours,kept coding for 3 hours with his Macbook Pro,watched a movie with his laptop
n/a,twelve minus eleven,n/a,one,nine,eleven,twelve
n/a,Bob used to fail every class but then he started working really hard. He,n/a,gets good grades now.,gets bad grades now.,fails everytime.,doesn't go to tests.
n/a,Mary is an architect and her brother is a nurse. He,n/a,spends most of his day at the hospital.,draws very detailed blueprints.,does not have any siblings.,has designed many famous buildings.
n/a,Jen said that the soda machine didn't work. This caused Ben to,n/a,lose interest in buying a drink.,defenestrate Jen.,instantly die.,begin writing his autobiography.
n/a,You should keep your hand dry before plugging in a charger because,n/a,you may get electrocuted.,the hand is wet because you just wiped your ass.,dry hands look more attractive than wet hands.,your hand is slippery so you may drop the charger.
n/a,The police pulled him over. The police,n/a,told him to drive slower.,hit him and set a fire alarm.,told him that he can drive over the speed limit.,thought he is good at driving.
n/a,The child attended his friend's funeral. he,n/a,was crying,brought his basketball,was laying in the coffin,brought some halloween candy
n/a,"Tom likes to play games, but the deadline for the project is coming. So he will",n/a,concentrate on his work.,go out for relaxation.,take a bath.,play games happily.
n/a,"After being paralyzed, John",n/a,needed assistance with everyday tasks.,decided to run a marathon.,played soccer with his doctor.,could not believe his good luck.
n/a,A man loves Spiderman. He has,n/a,all of the action figures,a smelly thumb,a fear of spiders,a giant spiderweb in his room
n/a,An officer pulls over a speeding car. The officer,n/a,lets them off with a warning.,drives into the car.,asks for driving tips.,writes them a traffic cone.
n/a,Legolas the elf pulled out his bow and arrow. Legolas,n/a,shot an orc in the head,ate dinner,did sports,had fun
n/a,The customer filed a complaint after the product was delivered. The product,n/a,came with several issues.,wasn't safe for use in the Amazon rainforest.,of all matrices has some built-in error.,of his decisions are tracked in a diary.
n/a,My mom has a trick for the best cake. She,n/a,uses extra egg.,adds numbers.,washes her hands.,is loving.
n/a,A girl was fishing with her grandpa. She,n/a,placed a worm on the hook.,caught a fish and put it in her mouth.,fell off the boat and swam with the fish.,hit her grandpa with the fish.
n/a,The medical team inside the surgery room and getting ready to operate on the patient. The patient,n/a,is lying motionlessly on the operating table.,calmly watches a nurse as she starts drawing his blood.,waits for the nurse to come.,is washing his hand before returning to his room.
n/a,Molly couldn't make sense of the document she was reading. The document,n/a,was all Greek to her.,contained a recipe for instant coffee.,instantly killed her.,was completely easy to understand.
n/a,We got our dog Tomato from,n/a,The Pet store.,The Grocery store.,New Zealand,The produce isle.
n/a,"Wanting to buy a phone, the man shopped online. He",n/a,couldn't find the newest model that he wanted.,was able to attend a live demo of the company’s newest phone technologies.,played a video game.,watched a movie about the history of Japanese cutlery.
n/a,"A student looks at her phone. On it, she sees",n/a,that her aunt's birthday is today.,a man walking by outside the window.,a new song playing in the hall.,her friends studying later than night.
n/a,"Ketchup dates back as far as 1600 AD, when sailors traveling to China discovered a sauce called ketsiap. It",n/a,was made out of soy or oysters..,quickly changed ingredients to include mashed cotton and sweet pepper.,began the transformation to today's sweet potato in the late 1700s.,was easy to make ketchup boats during that time.
n/a,A tired hiker is lost in the forest and runs into an angry bear. The hiker,n/a,freezes with fear.,shows the bear some pictures.,and the bear go look for honey.,shakes hands with the bear.
n/a,A man puts lotion on his face with a brush. He,n/a,begins shaving his beard with a razor.,begins playing his instrument while continuing to play.,keeps down the brush and goes to his office.,then brushes the hair off and wipes it off.
