id,question,concept,true_answer,wrong1,wrong2,wrong3
n/a,I go to Northwestern. I,n/a,study computer science.,"think the directions are north, then west.",dress warmly.,"say ""go cats"" first thing in the morning."
n/a,"The boy likes Sherlock Holmes, but not Arthur Conan Doyle. He",n/a,likes novels that consumes brain power.,likes violence.,likes machine learning.,likes Arthur Conan Doyle.
n/a,An officer shines a light in the driver's eyes. The officer,n/a,asks if they've been drinking.,shines a light into his own eyes.,drives him to the light.,drives into the side of a jail.
n/a,Jean Claude is talking to his son. He,n/a,is asking if he needs help with his work.,is talking about the potential of the Quantum Computation in a seminar.,is describing the reason why the American Society is confused about the upcoming elections.,starts violently hitting his child.
n/a,Joseph really hates economics and wants to switch majors. He,n/a,contemplates for a week before deciding.,wishes he wasn't a student,hates everything,decides to drop out of college
n/a,"I go out dancing every day unless it is a Saturday. Hence, I",n/a,do not dance on Saturday.,dance like crazy.,dance on the weekend.,enjoy the weekend.
n/a,A girl finishes her homework assignment. She,n/a,gives a sigh of relief.,writes her name on a clean sheet of paper.,gives herself a homework grade.,submits selfies to her professor.
n/a,A thug starts a fight with the bartender over a bar tab. The thug,n/a,starts yelling foul words,drinks the bar tab,drinks the bartender,hugs the bartender in fit of furious passion
n/a,A man wants to become a vegan. He,n/a,wants to help animals.,thinks his life is aimless.,can fit his whole fist in his mouth.,feels the pressure to graduate next year.
n/a,An athlete is playing football. He,n/a,looks at the scoreboard and hopes his team can come back.,runs halfway across the field while singing Broadway songs to the football.,"Gets the touchdown, eats his helmet, and tells his coach how he loves football.","kicks a field goal, celebrates by transforming into a fish, and then quits football."
n/a,Ted was having problems getting his mouse to work. He,n/a,needed to replace the batteries.,had not fed it in a couple days.,kept injecting it with steroids.,ate it for dinner the previous night.
n/a,A man is observing his laptop screen. He,n/a,is reading an article from the Wall Street Journal website.,gets called by his wife for breakfast.,gets tackled by a police officer,gets hits by a truck while crossing the street
n/a,Tony hates Pepsi and he has water. Tony,n/a,drink water,eat food,drink Pepsi,drink code
n/a,John took her advice with a grain of salt considering she was also a new employee. John,n/a,didn't take her so seriously.,tried to find other spices in his house.,seasoned his meal with salt.,believed every word.
n/a,It's been raining all week. Ellie,n/a,doesn't need to water her plants.,is collecting each raindrop.,took all the rain so she can drink it.,has been swimming in her driveway because there's so much rain.
n/a,The professors have a meeting to discuss their students. They,n/a,try to find outstanding students for a project.,want their students to learn nothing.,don't know who their students are.,want their students to be miserable.
n/a,An architect is working on a blueprint. He,n/a,hopes his boss will like his design.,dreams up a building that only exists in the seventh dimension on the blueprint.,"breaks his pencil on the table, cries, and rips up the blueprint.",constructs an imaginary world of candy skyscrapers on the blueprint.
n/a,The girl jogs through the park. She,n/a,stops to take a drink at a water fountain.,begins brewing a cup of coffee.,turns on her left blinker and runs into the left turn lane.,throws a frisbee with her friend in the park.
n/a,Eric's classmates are meeting at a bar after class and invite him to join.,n/a,He politely declines and goes home to sleep.,Eric develops spider-like powers and begins to fight crime.,Eric goes to London.,Eric wakes up.
n/a,Tom was crossing the street. He,n/a,was in danger.,was sent to the hospital after hit by the plane.,is the street.,was caught because he saw the green light.
n/a,"Beijing is the capital of China, and Beijing",n/a,is better than Shanghai,is the home of Sushi that serves on china,don't have tea,is in California
n/a,"The conductor said to the orchestra ""Play it softly!"". Jenny the flute player",n/a,softly blew into her instrument.,played baseball with the conductor.,started playing Nintendo Wii.,hushed her voice and talked to her friend.
n/a,A girl keeps on pulling my leg. The girl,n/a,needs to learn how to be honest,then tries to pull my arm,then pulls my other leg,wants to play
n/a,"My friend started driving his car while wearing a hat with the words ""the influence"" on it. He",n/a,made it home on time.,"got pulled over by the police for driving under ""the influence"".",suddenly had his car stolen by the FBI.,turned his car into a giant robot.
n/a,The woman is now blow drying the dog. The dog,n/a,seems increasingly happy as his sogginess decreases.,is live tweeting the action.,is preparing to take the GRE.,isn't necessarily a professor of neuroscience.
n/a,The juggler hated juggling. The juggler,n/a,quit his job and did something else.,kept juggling frequently at a local circus.,is the best at juggling in the world.,had three lovers.
n/a,A child is at the playground. They,n/a,want to play video games when they get home.,"climb the jungle gym, transform into a baseball, and roll to the next playground.","slide down the slide, turn 80 years old instantly, and swing on the swings at the playground.","loves the seesaw, but nonetheless prefers to jump 9000 feet in the air at the playground."
n/a,A woman is getting it on with a man in a room with a glass door refrigerator with ice-cream. The couple,n/a,couple moan.,turns off the refrigerator.,walks a dog in the corridor.,couple eat ice-cream.
n/a,The lady hits her cat. The cat,n/a,screeches.,falls asleep.,purrs.,poops.
n/a,"The three sisters all have the same hair color. The eldest sister has blond hair, and the youngest sister",n/a,has blond hair.,has no hair.,has black hair.,has red hair.
n/a,I dropped my phone on the sidewalk. The phone,n/a,is cracked.,is signaling left.,is drawing with chalk.,is flying.
n/a,The cheetah stalks the gazelle. The cheetah,n/a,bites the gazelle.,yells at the gazelle to stop moving.,shoots the gazelle with the revolver.,asks the gazelle to fall down and die.
n/a,A butcher is preparing a steak. He,n/a,owns a popular shop down on Main Street.,"separates the fat from the meat, and rubs his face on the steak.","prefers to make burgers and sausages, so he screams at the steak.","mainly butchers pigs, cows and dinosaurs to make a great steak."
n/a,"In a cafeteria, someone holds a combination tray and bowl in one hand. With the other, he",n/a,struggles to serve himself food with chopsticks.,glances around and studies the photo of the blonde someone.,heads into his own study.,"opens the wall , revealing an expanse of bed within."
n/a,Hillary had twins. Hillary,n/a,has two babies,has dogs,has a baby,has six babies
n/a,The flu was spreading quickly in my school. The nurse,n/a,says to wash your hands.,says to go shopping.,wants to get sick too.,recommends candy.
n/a,A nail is made in a factory. The nail,n/a,protects your fingers.,grows slowly.,is made out of steel.,is a part of your finger.
n/a,My house's air conditioning broke down. I,n/a,went to the pool to stay cool.,failed my exam.,took a private jet to the North Pole.,bought some avocados.
n/a,The boy closed his eyes and made a birthday wish. The boy then,n/a,opened his eyes and blew out candles,closed his eyes and sang a birthday song,opened his eyes and smashed the cake,opened his eyes and ate the candles
n/a,The painter looks out on the hills. The painter,n/a,dips his brush.,yells hello to the hills.,paints the prison cell wall.,dips his paint into the brush.
n/a,A boy is holding a pack of baseball cards.  He,n/a,opens the pack and begins looking through the cards.,uses a microscope to investigate cultures on a slide.,likes them because he enjoys following basketball.,puts the pack into boiling water in order to preserve the quality of the cards.
n/a,John has been waiting all day for Adidas to release their new shoes. He,n/a,quickly runs to the store after work to get in line to buy the new shoes.,gets a deal with Adidas to make commercials.,plays soccer.,gets free merchandise for being a good fan.
n/a,The man is driving his car. He,n/a,turns on his blinker and merges into the left lane.,washes his hands thoroughly so as to drive away bacteria.,roasts marshmallows on the fire.,"reads his book carefully, so he doesn't miss any details."
n/a,The university decided to close the library during the weekend. Many students,n/a,have to study at home.,drop out.,get a good grades.,broken into library.
n/a,Kelly wants to burn some calories.,n/a,She goes for a walk.,She sleeps.,She lights up a candle.,She pushes her car around.
