id,question,concept,true_answer,wrong1,wrong2,wrong3
n/a,A tired hiker is lost in the forest and runs into an angry bear. The hiker,n/a,freezes with fear.,shows the bear some pictures.,and the bear go look for honey.,shakes hands with the bear.
n/a,A man puts lotion on his face with a brush. He,n/a,begins shaving his beard with a razor.,begins playing his instrument while continuing to play.,keeps down the brush and goes to his office.,then brushes the hair off and wipes it off.
n/a,Two men walk into a bar. The,n/a,bartender says hello.,receptionist at the desk asks for their identification.,men walk into a bar.,ice skates are too tight so they take them off.
n/a,People who live in glass houses should not,n/a,throw stones.,be good people.,drink from glasses.,own a pet snake.
n/a,"Tom rushes to the classroom, because",n/a,he is late.,he like running.,he loves to study.,somebody is waiting for him.
n/a,A man dresses in drag. He,n/a,dons a dress.,is flawed.,waits patiently.,is not flawed.
n/a,"Question: A student is sad about his grade, he",n/a,shreds his exam paper.,lost his girlfriend.,watches his favorite TV.,tells this situation to his parent with smile face.
n/a,Tom was tired decided to call it a day. Tom,n/a,stopped working and went home.,labelled the night time as day.,kept working until 4:00.,called the time of day.
n/a,"The lawyer asked the witness a question, but he was reluctant to",n/a,comment,laugh.,ask for help,leave
n/a,A student is working on a test at home. He,n/a,checks google to find some help.,wants to make sure he is not contagious.,makes himself a spaghetti dinner.,sits on his desk and staples the papers together repeatedly.
n/a,A man is buying large numbers of bananas and pears.  He,n/a,puts dozens of both kinds of fruit into his cart.,throws the frisbee over the fence.,is not buying fruit.,puts exactly one banana and one pear into his cart and walks away.
n/a,"The boy bullies others, but only those he does not know.",n/a,is afraid of other people knowing his act.,likes psychology.,likes machine learning.,likes bullying those he knows.
n/a,The dog barked on the cat but a rat got scared and revealed itself from behind the painting. The cat,n/a,caught the rat and ran away from the dog,barked at the dog,gave way to the dog,started painting the dog
n/a,My partners and I came across a campsite in the forest. It,n/a,"was extremely messy, so we cleaned it up.",called the Minister of Defense for unlawful activities.,was home to a colony of turtles and their king.,was hot so we roasted some sharks to eat.
n/a,Jack’s dog went into Tommy’s bedroom and caused a mess. Tommy,n/a,felt angry.,kissed Jack’s dog.,cleaned Jack’s bedroom.,burned down his bedroom.
n/a,Tony hate Justin Bieber and he loves Beethoven. Tony,n/a,likes classical music,drink coke,get up early,listens Justin Bieber's song everyday
n/a,A cat lies in the bed. The cat,n/a,is sleeping quietly.,looks at the TV.,reads eight pages in the book.,answers the phone.
n/a,The professors want their afternoon coffee as soon as possible. They,n/a,immediately go to the nearest cafe.,go back to their office.,go to Starbucks the next morning.,start throwing water at each other.
n/a,Question: Tom knows one plus one equal two. He,n/a,answers two when some others asks for the result of one plus one .,answers three when some others asks for the result of one plus one .,says he know the answer of target of human being.,answers one when some others asks for the result of one plus one .
n/a,Sarah was always interested in coding. She,n/a,enrolled in computer science,went up the hill,loved her compny,hated programming
n/a,"After hearing that his father had kicked the bucket, Martin",n/a,felt sad.,fantasized about joining a marching band.,asked his father not to kick things.,chose to clean up the bucket.
n/a,The ship captain hoisted the sail in the calm water. The ship,n/a,slowly maneuvered through the shallows.,gained speed from the heavy winds.,fired its cannons at Sea World.,reduced speed to avoid the lions.
n/a,Suzy just requested an Uber driver so that she can get to O'Hare. Suzy,n/a,waited for the car to arrive.,waited for her Uber driver but disappeared out of thin air before she could get into the car.,stole the Uber driver's car and became an Uber driver to drive herself to O'Hare.,waited for half a second for her Uber driver and then decided she doesn't want to catch her flight after all.
n/a,I broke my arm when,n/a,I fell off a roof.,caught a ball.,I held her hand.,I touched my fingers to my toes.
n/a,Paul was riding an elephant and accidentally fell off.  Paul,n/a,vowed to never ride an elephant again.,had a trunk and four legs.,never left the elephant's back.,asked the elephant to order him two milkshakes.
n/a,A moth flies into a room. The moth,n/a,flies towards the light.,turns on the lamp.,perches on the light green surface.,dies.
n/a,A man is bending over a sink. He,n/a,is looking at his own reflection created on water.,is putting a pair of shaving glass on the side of his face.,is carrying a shaving machine with a pressure washer.,"takes a rag from over the sink, putting it in his mouth."
n/a,Mona is trying to complete a film for her easy high school Psychology project.,n/a,Mona makes a short funny clip displaying her friends' unconscious habits.,Mona applies for a job as an accountant.,Mona participates in a secret CIA training program that specializes in psychological warfare.,Mona completes her trigonometry homework.
n/a,"The use of drugs during athletic festivals is evident. But, they",n/a,must make sure that any product or medication they take does not contain a prohibited substance.,must run away from the festival.,performed in olympics,won many medals
n/a,The stock broker was inside trading. The SEC,n/a,wrote his name down in their list.,traded some stocks with his tip.,went out for a group party.,invited the stock broker for some tax breaks.
n/a,The sack of potatoes was too heavy for Tim to carry. Tim,n/a,called his friend over to split the weight.,ate the potatoes instead.,put sack into a larger sack.,emptied the potatoes onto the floor.
n/a,An old man watches a football game on television. The old man,n/a,celebrates as the home team wins.,opens a bank account.,makes money.,scores three touchdowns.
n/a,Derrick is a school teacher. Derrick,n/a,grades papers,organizes a coup,teaches dolphins how to fly,teaches giraffes math
n/a,Charles has a lot of coding interviews lined up. He,n/a,studies a lot for them,codes a lot in his dreams and doesn't remember them,forgets about his interviews,prepares much in advance by going on a trip to Mexico
n/a,Kelly was meant to keep it a secret but she let the cat out of the bag. She,n/a,is not very responsible.,is so full.,is an animal lover.,loves cat cafes.
n/a,The driver sticks his hand out of the window. The driver,n/a,watches the car pass him.,picks up the window.,signals up and flies away.,jumps onto the car.
n/a,We got a pineapple for our dog from,n/a,The produce isle.,New Zealand.,The Pet store.,The Boat.
n/a,Fertilizer will accelerate the growth of these tomato plants. Tomato,n/a,growth speed will not be slower.,will not take advantage of the fertilizer.,will make the fertilizer grow faster.,will not be fertilized.
n/a,Sarah is eating cereal. Sarah,n/a,is now full.,is a leprechaun.,eats her feet.,pours milk into her eyes.
n/a,Rose has ten apples. She,n/a,gives two apples to each of her five children.,eats all of the bananas.,eats five of the apples and has four left.,throws all eight apples away.
n/a,The man jumps out of the boat to cool off from the heat. The man,n/a,starts to swim.,does not like the water.,is wearing normal clothes.,thinks the weather is cold.
n/a,"After no one showed up to his birthday party, Joshua",n/a,had leftover food.,called the police.,became a criminal.,cut off his own arm.
n/a,The student studies for hours at the library. The library,n/a,has to close because the library hours are over and the student leaves.,becomes a potato.,has to close because the student has been studying too much.,opens up a hot dog stand and has a party.
n/a,A car drove off a bridge. It,n/a,plunged into the river.,flew away and reached the shore.,stopped in the middle of the road.,was confused.
n/a,I placed my glass of milk on the coaster. I,n/a,attempted to dip a cookie into the drink but accidentally dropped it.,"spilt the milk onto the stove, disappointing cows everywhere.",hummed a tune to the glass of milk to soothe it.,ate a grape out of the milk and it tasted like meat.
n/a,After finding the mine I declared it as mine. Later,n/a,I sold the property to a more experienced operator.,I called the number on the poster asking for its location.,I returned the goods to the lost and found.,I took the bounty to the sheriff.
n/a,Cities are better than small towns. They are better because,n/a,they are busier.,they have more farms.,they are smaller than towns.,they can read minds.
n/a,"In the cockpit, someone inserts the canister containing the blue energy source into a large mechanism, then climbs into the pilot's seat. He",n/a,turns on the control panel.,"pours sleepily in his eyes and then reverses, knocking himself off.",brings him to his feet.,reaches into the elevator.
