id,question,concept,true_answer,wrong1,wrong2,wrong3
n/a,Two men are in a fist fight. One of them,n/a,falls unconscious.,kisses the other on the cheek.,romantically holds the other's hand.,speeds up his car.
n/a,I bought some fuzzy socks. It,n/a,will keep my feet toasty when I sleep.,is like having a sock on the door.,was given to me by master. Dobby is a free elf.,will keep my feet cold when I sleep.
n/a,We learned about Toricelli's Trumpet in class today. It,n/a,has infinite surface area but finite volume.,goes very well with pizza.,sounds very impressive in an orchestra.,"needed some polish, but otherwise looked beautiful."
n/a,Tina went to a library. Tina,n/a,did her homework.,cried for a day.,was lying on the bed.,had a delicious dinner.
n/a,The student studied for hours before the test. Once she received the exam,n/a,"she felt confident, and completed it with ease.",read a book.,immediately left to see her friend.,made some soup.
n/a,John was not a good student. John,n/a,never goes to class.,studied hard.,likes to play video games.,played hard.
n/a,A person is sitting and getting his arm tattooed. He,n/a,starts crying out of pain,stand up and start dancing.,ski on the rapidly ropes in a front of dirt bikes.,"play the racquet, while people try to jump near the center."
n/a,"Amy is taller than May, and May is taller than Yam. Yam",n/a,is the shortest.,is taller than Amy.,is taller than May.,is the tallest.
n/a,Don’t put all of your eggs in one basket. You,n/a,cannot afford the risks.,need to have more eggs on your basket.,will not eat delicious eggs.,can put the basket along with eggs.
n/a,A group of kids are swimming in a pool. They,n/a,are trying to toss a ball back and forth in the water.,"kick a ball back and forth, trying to do the dart.",are engaged in a fight with headphones.,are swimming across the pool in front of a crowd of spectators calm over their moves.
n/a,"The boy loves his current girlfriend, not his ex-girlfriend. He",n/a,kisses his current girlfriend.,doesn’t love his current girlfriend.,doesn’t have any girlfriend.,loves his ex-girlfriend very much.
n/a,Mark wants to become a professional basketball player. He should,n/a,practice everyday,watch a lot of basketball,lie about his stats and demand to play college basketball,shoot a sock like a basketball every time
n/a,Waves are crashing against the shores of Honshu. Josh,n/a,is cleaning the shores of the beach and picking up the trash.,", annoyingly screaming his name at the wall.",", known by many as Kyoto's crazy fisherman.",", a man of great wisdom."
n/a,The man types on his laptop. The man,n/a,shuts the lid and walks away.,eats the laptop.,clicks the self-destruct button and explodes.,types on his keyboard until it lights on fire.
n/a,"Joseph, Henry, and Jack all have different hair colors. Henry has red hair, Jack has brown hair, and Joseph",n/a,has black hair.,has brown hair.,has red hair.,has hair.
n/a,The tailor hems a pair of pants. She,n/a,pulls a stitch and has to start over.,"reads her book thoroughly, so as not to miss any details.",cheers on her favorite football team.,runs around in a circle.
n/a,"When Jake realized Sally was pulling his leg, he",n/a,stopped taking her seriously.,demanded Sally let go of his leg.,became concerned Sally would pull his leg off.,became a terrorist.
n/a,Three students are sitting in the lobby of Library before the finals week. They,n/a,are playing a video game on the newly setup Nintendo Wii.,are discussing the reason why they are alive.,are playing hide and seek.,are watching the protesters that are furiously marching.
n/a,A man runs across a field as a football flies through the air. The man then,n/a,reaches up with both hands as the ovular shaped ball clanks off of his finger tips.,makes a cake,leaps 15 feet into the air and comes down with the ball secured to his foot.,slows to a stop as he is grabbed by the football in dramatic fashion.
n/a,A man wanted to put up a flag on his porch. He,n/a,bought one from the store.,put up a painted paper with stars and stripes.,recolored the flag of another nation.,wrapped it around the pole many times.
n/a,A wealthy and altruistic man is walking down the street when he sees a hungry boy. The man,n/a,offers the boy food and some money.,kicks the hungry boy down the street.,orders his bodyguards to beat up the hungry boy.,tells the hungry boy to stop being hungry.
n/a,George's car is the color of the midday sky.  It's,n/a,a majestic shade of blue.,a majestic shade of orange.,a majestic shade of pink.,a majestic shade of red.
n/a,The woman is at the kitchen and the stove is on. She,n/a,cleans.,playing chess.,is telling the waiter what she wants to eat.,watching tv.
n/a,People often go out on Black Friday. Black Friday,n/a,has many sales.,is black.,is blue.,is scary.
n/a,Jasmine was born in the USA but lived in Scotland as an adult after having grown up in Germany. She most recently lived in,n/a,Edinburgh,Saarbrucken,Xiamen,Philadelphia
n/a,Pablo calls running slurping. If Pablo is not slurping he could be,n/a,Sitting,Jogging,Sprinting,doing cardio.
n/a,A man is walking on the street. He,n/a,is trying to spot his Uber.,is making a noise.,starts sprinting toward a car.,is holding a gun.
n/a,The child wound up the toy as soon as she got it. She,n/a,really enjoyed playing with it.,needed a bandage.,was breaking it.,painted it a shade of green.
n/a,A man watches his friend approaching him. He,n/a,smiles,goes inside a store to shop.,cannot remember his phone number,runs backwards
n/a,John's program stopped working.,n/a,the program has an error,the program took the day off.,The program and john are having a dispute,the program wants something new to do with it's life
n/a,"Sally begged Todd not to bring a toaster with him into the tub, because",n/a,he might be electrocuted.,Todd celebrates Christmas in July.,Sally did not want the toaster to get wet.,she is afraid of water.
n/a,A man dismounts from a set a parallel bars in a park onto a platform. The man,n/a,does shoulder dips on the exercise equipment.,moves hard in a synchronized coiling motion as a splash on break buildings.,takes a bar to stand up and starts doing the footage of the match.,then swings by himself while performing in his own room.
n/a,this problem was not so hard but it did,n/a,take some time,easy,smart,hard work
n/a,When her friend flaked on her for the third time. She decided enough was enough and,n/a,go to the event by herself.,tell her friend how excited she was to get flaked on.,schedule another time to be flaked on.,decide to flake on her last week instead.
n/a,Sam said that his phone was dead. This caused Robert to,n/a,look for a charger.,instantly die.,have a rip-roaring good time.,attempt CPR on it.
n/a,The large dog snarled. The man,n/a,backed away slowly.,started juggling.,made tea.,went over to pet it.
n/a,The artist looks at the banana. The artist,n/a,eats a banana.,paints a portrait of his father.,paints a rhino.,sketches a orange.
n/a,Andrew really got up on the wrong side of the bed this morning. Andrew is,n/a,having a bad day.,really sleepy.,a republican.,mad his bed is broken.
n/a,A cat jumps on the kitchen floor to eat its food. The food,n/a,is cold and brittle,cooks a new dish,meows to get its owner's attention,purrs for more food
n/a,Sally wanted to pull someone's leg and have everyone laugh. She,n/a,wanted to joke with someone.,wanted to do yoga.,was planning on going for a run.,wanted to stretch someones leg.
n/a,Bob was at an Alcoholics Anonymous meeting. He hadn't had a drink in almost two years. Now he preferred to drink,n/a,Coffee,Whiskey,Beer,Vodka
n/a,The bodybuilder was on a strict diet for his performance. He,n/a,had to eat very little,got scolded by the diet,got in trouble by the diet,got reprimanded by the diet
n/a,The man sold his old speakers to some students. They,n/a,went to their apartment and set them up.,sold them right back to him for less.,were bored when he decided to give a talk on campus.,decided to open a donut shop with a jukebox.
n/a,You want a new computer because your current one is slow. You should,n/a,buy a new computer,break your current one because you want a new one,buy a slower computer,want a black computer
n/a,A pilot is flying a plane. He,n/a,turns on the seatbelt sign.,"calls the control tower, tells them he likes Terminal C the bestest, and then parachutes out the plane.","experiences turbulence, turns off autopilot, and then slams his sunglasses into the front of the plane.","approaches the airport, tells the flight attendants to prepare for landing, and then transcends reality to become Dan the Living Plane."
n/a,My father and I ran into a hungry bear on our last camping trip. We,n/a,acted like we were dead.,taught it how to farm rice.,called Conditional Independence Man to help us out.,invited it to our home for dinner.
n/a,"I am 30 years old, so",n/a,I can vote.,I can not vote.,I can not sleep,I can not work.
n/a,Noah is trying to do well on his Machine Learning final.,n/a,Noah studies with his classmates and learns the material.,Noah hacks into his school's mainframe to uncover a conspiracy.,Noah gets drunk and passes out on the street.,Noah decides to drop out of school and pursue his dream of competing on Chopped.
